cell_name,annotation
208_95-0,Neural crest
208_96-0,Neural crest
208_97-0,Neural crest
208_98-0,Neural crest
208_99-0,Neural crest
209_100-0,Brain
209_101-0,Brain
209_102-0,Brain
209_103-0,Brain
209_104-0,Brain
209_105-0,Neural crest
209_109-0,Neural crest
209_110-0,Neural crest
209_111-0,Neural crest
209_112-0,Neural crest
209_113-0,Neural crest
209_114-0,Neural crest
209_115-0,Neural crest
209_116-0,Neural crest
209_117-0,Neural crest
209_118-0,Neural crest
209_119-0,Neural crest
209_129-0,Brain
209_130-0,Brain
209_131-0,Brain
209_132-0,Brain
209_133-0,Brain
209_134-0,Brain
209_135-0,Brain
209_136-0,Brain
209_137-0,Brain
209_138-0,Brain
209_139-0,Brain
209_140-0,Brain
209_141-0,Brain
209_142-0,Brain
209_143-0,Brain
209_144-0,Brain
209_145-0,Brain
209_146-0,Brain
209_147-0,Brain
209_148-0,Brain
209_149-0,Brain
209_150-0,Brain
209_151-0,Brain
209_152-0,Brain
209_153-0,Brain
209_79-0,Brain
209_80-0,Neural crest
209_81-0,Neural crest
209_82-0,Neural crest
209_83-0,Neural crest
209_84-0,Brain
209_85-0,Neural crest
209_86-0,Brain
209_87-0,Brain
209_88-0,Brain
209_89-0,Brain
209_90-0,Brain
209_91-0,Brain
209_92-0,Brain
209_93-0,Brain
209_94-0,Brain
209_95-0,Brain
209_96-0,Neural crest
209_98-0,Neural crest
209_99-0,Neural crest
210_100-0,Brain
210_101-0,Brain
210_102-0,Brain
210_103-0,Brain
210_104-0,Brain
210_105-0,Neural crest
210_106-0,Neural crest
210_107-0,Neural crest
210_111-0,Neural crest
210_112-0,Neural crest
210_113-0,Neural crest
210_114-0,Neural crest
210_115-0,Neural crest
210_116-0,Neural crest
210_117-0,Neural crest
210_129-0,Brain
210_130-0,Brain
210_131-0,Brain
210_132-0,Brain
210_133-0,Brain
210_134-0,Brain
210_135-0,Brain
210_136-0,Brain
210_137-0,Brain
210_138-0,Brain
210_139-0,Brain
210_140-0,Brain
210_141-0,Brain
210_142-0,Brain
210_143-0,Brain
210_144-0,Brain
210_145-0,Brain
210_146-0,Brain
210_147-0,Brain
210_148-0,Brain
210_149-0,Brain
210_150-0,Brain
210_151-0,Brain
210_152-0,Brain
210_78-0,Brain
210_79-0,Brain
210_80-0,Neural crest
210_81-0,Neural crest
210_82-0,Brain
210_83-0,Brain
210_84-0,Brain
210_85-0,Brain
210_86-0,Brain
210_87-0,Brain
210_88-0,Brain
210_89-0,Brain
210_90-0,Brain
210_91-0,Brain
210_92-0,Brain
210_93-0,Brain
210_94-0,Brain
210_95-0,Brain
210_96-0,Neural crest
210_98-0,Neural crest
210_99-0,Brain
211_100-0,Brain
211_101-0,Brain
211_102-0,Brain
211_103-0,Brain
211_104-0,Brain
211_105-0,Neural crest
211_106-0,Neural crest
211_107-0,Neural crest
211_108-0,Neural crest
211_110-0,Neural crest
211_111-0,Neural crest
211_113-0,Neural crest
211_114-0,Neural crest
211_115-0,Neural crest
211_116-0,Neural crest
211_117-0,Neural crest
211_128-0,Brain
211_129-0,Brain
211_130-0,Brain
211_131-0,Brain
211_132-0,Brain
211_133-0,Brain
211_134-0,Brain
211_135-0,Brain
211_136-0,Brain
211_137-0,Brain
211_138-0,Brain
211_139-0,Brain
211_140-0,Brain
211_141-0,Brain
211_142-0,Brain
211_143-0,Brain
211_144-0,Brain
211_145-0,Brain
211_146-0,Brain
211_147-0,Brain
211_148-0,Brain
211_149-0,Brain
211_150-0,Brain
211_151-0,Brain
211_78-0,Brain
211_79-0,Brain
211_80-0,Neural crest
211_81-0,Neural crest
211_82-0,Brain
211_83-0,Brain
211_84-0,Brain
211_85-0,Brain
211_86-0,Brain
211_87-0,Brain
211_88-0,Brain
211_89-0,Brain
211_90-0,Brain
211_91-0,Brain
211_92-0,Brain
211_93-0,Brain
211_94-0,Brain
211_95-0,Brain
211_96-0,Brain
211_97-0,Neural crest
211_98-0,Brain
211_99-0,Brain
212_100-0,Brain
212_101-0,Brain
212_102-0,Brain
212_103-0,Brain
212_104-0,Brain
212_105-0,Neural crest
212_106-0,Neural crest
212_107-0,Neural crest
212_108-0,Neural crest
212_109-0,Neural crest
212_110-0,Neural crest
212_111-0,Neural crest
212_112-0,Neural crest
212_113-0,Neural crest
212_114-0,Neural crest
212_115-0,Neural crest
212_116-0,Neural crest
212_117-0,Neural crest
212_127-0,Brain
212_128-0,Brain
212_129-0,Brain
212_130-0,Brain
212_131-0,Brain
212_132-0,Brain
212_133-0,Brain
212_134-0,Brain
212_135-0,Brain
212_136-0,Brain
212_137-0,Brain
212_138-0,Brain
212_139-0,Brain
212_140-0,Brain
212_141-0,Brain
212_142-0,Brain
212_143-0,Brain
212_144-0,Brain
212_145-0,Brain
212_146-0,Brain
212_147-0,Brain
212_148-0,Brain
212_149-0,Brain
212_150-0,Brain
212_78-0,Brain
212_79-0,Brain
212_80-0,Brain
212_81-0,Brain
212_82-0,Brain
212_83-0,Brain
212_84-0,Brain
212_85-0,Brain
212_86-0,Brain
212_87-0,Brain
212_88-0,Brain
212_89-0,Brain
212_90-0,Brain
212_91-0,Brain
212_92-0,Brain
212_93-0,Brain
212_94-0,Brain
212_95-0,Brain
212_96-0,Brain
212_97-0,Brain
212_98-0,Brain
212_99-0,Brain
213_100-0,Brain
213_101-0,Brain
213_102-0,Brain
213_103-0,Brain
213_104-0,Neural crest
213_105-0,Neural crest
213_108-0,Neural crest
213_109-0,Neural crest
213_110-0,Neural crest
213_111-0,Neural crest
213_112-0,Neural crest
213_113-0,Neural crest
213_114-0,Neural crest
213_115-0,Neural crest
213_116-0,Neural crest
213_117-0,Neural crest
213_125-0,Brain
213_126-0,Brain
213_127-0,Brain
213_128-0,Brain
213_129-0,Brain
213_130-0,Brain
213_131-0,Brain
213_132-0,Brain
213_133-0,Brain
213_134-0,Brain
213_135-0,Brain
213_136-0,Brain
213_137-0,Brain
213_138-0,Brain
213_139-0,Brain
213_140-0,Brain
213_141-0,Brain
213_142-0,Brain
213_143-0,Brain
213_144-0,Brain
213_145-0,Brain
213_146-0,Brain
213_147-0,Brain
213_148-0,Brain
213_149-0,Brain
213_150-0,Brain
213_78-0,Brain
213_79-0,Brain
213_80-0,Brain
213_81-0,Brain
213_82-0,Brain
213_83-0,Brain
213_84-0,Brain
213_85-0,Brain
213_86-0,Brain
213_87-0,Brain
213_88-0,Brain
213_89-0,Brain
213_90-0,Brain
213_91-0,Brain
213_92-0,Brain
213_93-0,Brain
213_94-0,Brain
213_95-0,Brain
213_96-0,Brain
213_97-0,Brain
213_98-0,Brain
213_99-0,Brain
214_100-0,Brain
214_101-0,Brain
214_102-0,Brain
214_103-0,Brain
214_104-0,Neural crest
214_108-0,Neural crest
214_109-0,Neural crest
214_110-0,Neural crest
214_111-0,Neural crest
214_112-0,Neural crest
214_113-0,Neural crest
214_114-0,Neural crest
214_115-0,Neural crest
214_116-0,Neural crest
214_124-0,Brain
214_125-0,Brain
214_126-0,Brain
214_127-0,Brain
214_128-0,Brain
214_129-0,Brain
214_130-0,Brain
214_131-0,Brain
214_132-0,Brain
214_133-0,Brain
214_134-0,Brain
214_135-0,Brain
214_136-0,Brain
214_137-0,Brain
214_138-0,Brain
214_139-0,Brain
214_140-0,Brain
214_141-0,Brain
214_142-0,Brain
214_143-0,Brain
214_144-0,Brain
214_145-0,Brain
214_146-0,Brain
214_147-0,Brain
214_148-0,Brain
214_149-0,Brain
214_78-0,Brain
214_79-0,Brain
214_80-0,Brain
214_81-0,Brain
214_82-0,Brain
214_83-0,Brain
214_84-0,Brain
214_85-0,Brain
214_86-0,Brain
214_87-0,Brain
214_88-0,Brain
214_89-0,Brain
214_90-0,Brain
214_91-0,Brain
214_92-0,Brain
214_93-0,Brain
214_94-0,Brain
214_95-0,Brain
214_96-0,Brain
214_97-0,Brain
214_98-0,Brain
214_99-0,Brain
215_100-0,Brain
215_101-0,Brain
215_102-0,Neural crest
215_109-0,Neural crest
215_110-0,Neural crest
215_111-0,Neural crest
215_112-0,Neural crest
215_113-0,Neural crest
215_114-0,Neural crest
215_115-0,Neural crest
215_116-0,Neural crest
215_117-0,Neural crest
215_118-0,Neural crest
215_128-0,Brain
215_129-0,Brain
215_130-0,Brain
215_131-0,Brain
215_132-0,Brain
215_133-0,Brain
215_134-0,Brain
215_135-0,Brain
215_136-0,Brain
215_137-0,Brain
215_138-0,Brain
215_139-0,Brain
215_140-0,Brain
215_141-0,Brain
215_142-0,Brain
215_143-0,Brain
215_144-0,Brain
215_146-0,Brain
215_147-0,Brain
215_79-0,Brain
215_80-0,Brain
215_81-0,Brain
215_82-0,Brain
215_83-0,Brain
215_84-0,Brain
215_85-0,Brain
215_87-0,Brain
215_88-0,Brain
215_89-0,Brain
215_90-0,Brain
215_91-0,Brain
215_94-0,Brain
215_95-0,Brain
215_96-0,Brain
215_97-0,Brain
215_98-0,Brain
215_99-0,Brain
216_100-0,Brain
216_101-0,Brain
216_102-0,Neural crest
216_109-0,Neural crest
216_110-0,Neural crest
216_111-0,Neural crest
216_112-0,Neural crest
216_113-0,Neural crest
216_114-0,Neural crest
216_115-0,Neural crest
216_116-0,Neural crest
216_117-0,Neural crest
216_125-0,Brain
216_126-0,Brain
216_127-0,Brain
216_128-0,Brain
216_129-0,Brain
216_130-0,Brain
216_131-0,Brain
216_132-0,Brain
216_133-0,Brain
216_134-0,Brain
216_135-0,Brain
216_136-0,Brain
216_137-0,Brain
216_138-0,Brain
216_139-0,Brain
216_140-0,Brain
216_141-0,Brain
216_142-0,Brain
216_143-0,Brain
216_144-0,Brain
216_145-0,Brain
216_146-0,Brain
216_147-0,Brain
216_78-0,Brain
216_79-0,Brain
216_80-0,Brain
216_81-0,Brain
216_82-0,Brain
216_83-0,Brain
216_84-0,Brain
216_85-0,Brain
216_86-0,Brain
216_87-0,Brain
216_88-0,Brain
216_89-0,Brain
216_90-0,Brain
216_91-0,Brain
216_92-0,Brain
216_93-0,Brain
216_94-0,Brain
216_95-0,Brain
216_96-0,Brain
216_97-0,Brain
216_98-0,Brain
216_99-0,Brain
217_100-0,Brain
217_101-0,Neural crest
217_104-0,Neural crest
217_109-0,Neural crest
217_110-0,Neural crest
217_111-0,Neural crest
217_112-0,Neural crest
217_113-0,Neural crest
217_114-0,Neural crest
217_115-0,Neural crest
217_116-0,Neural crest
217_117-0,Neural crest
217_118-0,Brain
217_121-0,Brain
217_122-0,Brain
217_124-0,Brain
217_125-0,Brain
217_126-0,Brain
217_127-0,Brain
217_128-0,Brain
217_129-0,Brain
217_130-0,Brain
217_131-0,Brain
217_132-0,Brain
217_133-0,Brain
217_134-0,Brain
217_135-0,Brain
217_136-0,Brain
217_137-0,Brain
217_138-0,Brain
217_139-0,Brain
217_140-0,Brain
217_141-0,Brain
217_142-0,Brain
217_143-0,Brain
217_78-0,Brain
217_79-0,Brain
217_80-0,Brain
217_81-0,Brain
217_82-0,Brain
217_83-0,Brain
217_84-0,Brain
217_85-0,Brain
217_86-0,Brain
217_87-0,Brain
217_88-0,Brain
217_89-0,Brain
217_90-0,Brain
217_91-0,Brain
217_92-0,Brain
217_93-0,Brain
217_94-0,Brain
217_95-0,Brain
217_96-0,Brain
217_97-0,Brain
217_98-0,Brain
217_99-0,Brain
218_100-0,Neural crest
218_103-0,Neural crest
218_104-0,Neural crest
218_107-0,Neural crest
218_108-0,Neural crest
218_109-0,Neural crest
218_110-0,Neural crest
218_111-0,Neural crest
218_112-0,Neural crest
218_113-0,Neural crest
218_114-0,Neural crest
218_115-0,Neural crest
218_116-0,Neural crest
218_117-0,Brain
218_121-0,Brain
218_122-0,Brain
218_124-0,Brain
218_125-0,Brain
218_126-0,Brain
218_127-0,Brain
218_128-0,Brain
218_129-0,Brain
218_130-0,Brain
218_131-0,Brain
218_132-0,Brain
218_133-0,Brain
218_134-0,Brain
218_135-0,Brain
218_136-0,Brain
218_137-0,Brain
218_138-0,Brain
218_139-0,Brain
218_140-0,Brain
218_141-0,Brain
218_142-0,Brain
218_143-0,Brain
218_144-0,Brain
218_78-0,Brain
218_79-0,Brain
218_80-0,Brain
218_81-0,Brain
218_82-0,Brain
218_83-0,Brain
218_84-0,Brain
218_85-0,Brain
218_86-0,Brain
218_87-0,Brain
218_88-0,Brain
218_89-0,Brain
218_90-0,Brain
218_91-0,Brain
218_92-0,Brain
218_93-0,Brain
218_94-0,Neural crest
218_95-0,Neural crest
218_96-0,Brain
218_97-0,Brain
218_98-0,Brain
218_99-0,Neural crest
219_100-0,Neural crest
219_101-0,Neural crest
219_102-0,Neural crest
219_103-0,Neural crest
219_104-0,Neural crest
219_105-0,Neural crest
219_106-0,Neural crest
219_107-0,Neural crest
219_108-0,Neural crest
219_109-0,Neural crest
219_110-0,Neural crest
219_111-0,Neural crest
219_112-0,Neural crest
219_113-0,Neural crest
219_114-0,Neural crest
219_115-0,Neural crest
219_116-0,Brain
219_117-0,Brain
219_121-0,Brain
219_122-0,Brain
219_124-0,Brain
219_125-0,Brain
219_126-0,Brain
219_127-0,Brain
219_135-0,Brain
219_136-0,Brain
219_137-0,Brain
219_138-0,Brain
219_139-0,Brain
219_140-0,Brain
219_141-0,Brain
219_142-0,Brain
219_143-0,Brain
219_78-0,Brain
219_79-0,Brain
219_80-0,Brain
219_81-0,Brain
219_82-0,Brain
219_83-0,Brain
219_84-0,Brain
219_85-0,Brain
219_86-0,Brain
219_87-0,Brain
219_88-0,Brain
219_89-0,Brain
219_90-0,Brain
219_91-0,Brain
219_92-0,Brain
219_93-0,Brain
219_94-0,Neural crest
219_95-0,Neural crest
219_96-0,Neural crest
219_97-0,Neural crest
219_98-0,Neural crest
219_99-0,Neural crest
220_100-0,Neural crest
220_101-0,Neural crest
220_102-0,Neural crest
220_103-0,Neural crest
220_104-0,Neural crest
220_105-0,Neural crest
220_106-0,Neural crest
220_107-0,Neural crest
220_108-0,Neural crest
220_109-0,Neural crest
220_110-0,Neural crest
220_111-0,Neural crest
220_112-0,Neural crest
220_113-0,Neural crest
220_114-0,Neural crest
220_115-0,Brain
220_116-0,Brain
220_121-0,Brain
220_122-0,Brain
220_124-0,Brain
220_125-0,Brain
220_126-0,Brain
220_137-0,Brain
220_138-0,Brain
220_140-0,Brain
220_141-0,Brain
220_142-0,Brain
220_78-0,Brain
220_79-0,Brain
220_80-0,Brain
220_81-0,Brain
220_82-0,Brain
220_83-0,Brain
220_84-0,Brain
220_85-0,Brain
220_86-0,Brain
220_87-0,Brain
220_88-0,Brain
220_89-0,Brain
220_90-0,Brain
220_91-0,Brain
220_92-0,Brain
220_93-0,Brain
220_94-0,Neural crest
220_95-0,Neural crest
220_96-0,Neural crest
220_97-0,Neural crest
220_98-0,Neural crest
220_99-0,Neural crest
221_100-0,Neural crest
221_101-0,Neural crest
221_102-0,Neural crest
221_103-0,Neural crest
221_104-0,Neural crest
221_105-0,Neural crest
221_106-0,Neural crest
221_107-0,Neural crest
221_108-0,Neural crest
221_109-0,Neural crest
221_110-0,Neural crest
221_111-0,Neural crest
221_112-0,Neural crest
221_113-0,Neural crest
221_114-0,Neural crest
221_115-0,Brain
221_116-0,Brain
221_120-0,Brain
221_121-0,Brain
221_122-0,Brain
221_125-0,Brain
221_138-0,Brain
221_140-0,Brain
221_79-0,Brain
221_80-0,Brain
221_81-0,Brain
221_82-0,Brain
221_83-0,Brain
221_84-0,Brain
221_85-0,Brain
221_86-0,Brain
221_87-0,Brain
221_88-0,Brain
221_89-0,Brain
221_90-0,Brain
221_91-0,Brain
221_92-0,Neural crest
221_93-0,Neural crest
221_94-0,Neural crest
221_95-0,Neural crest
221_96-0,Neural crest
221_97-0,Neural crest
221_98-0,Neural crest
221_99-0,Neural crest
222_100-0,Neural crest
222_101-0,Neural crest
222_102-0,Neural crest
222_103-0,Neural crest
222_104-0,Neural crest
222_105-0,Neural crest
222_106-0,Neural crest
222_107-0,Neural crest
222_108-0,Neural crest
222_109-0,Neural crest
222_110-0,Neural crest
222_111-0,Neural crest
222_112-0,Neural crest
222_113-0,Neural crest
222_116-0,Brain
222_119-0,Brain
222_120-0,Brain
222_121-0,Brain
222_122-0,Brain
222_79-0,Brain
222_80-0,Brain
222_81-0,Brain
222_82-0,Brain
222_83-0,Brain
222_84-0,Brain
222_85-0,Brain
222_86-0,Brain
222_87-0,Brain
222_88-0,Brain
222_89-0,Brain
222_90-0,Brain
222_91-0,Brain
222_92-0,Neural crest
222_93-0,Neural crest
222_94-0,Neural crest
222_95-0,Neural crest
222_96-0,Neural crest
222_97-0,Neural crest
222_98-0,Neural crest
222_99-0,Neural crest
223_100-0,Neural crest
223_101-0,Neural crest
223_102-0,Neural crest
223_103-0,Neural crest
223_104-0,Neural crest
223_105-0,Neural crest
223_106-0,Neural crest
223_107-0,Neural crest
223_108-0,Neural crest
223_109-0,Neural crest
223_110-0,Neural crest
223_111-0,Neural crest
223_112-0,Neural crest
223_113-0,Neural crest
223_119-0,Brain
223_120-0,Brain
223_121-0,Brain
223_135-0,Brain
223_136-0,Brain
223_80-0,Brain
223_81-0,Brain
223_82-0,Brain
223_83-0,Brain
223_84-0,Brain
223_85-0,Brain
223_86-0,Brain
223_87-0,Brain
223_88-0,Brain
223_89-0,Brain
223_90-0,Brain
223_91-0,Neural crest
223_92-0,Neural crest
223_93-0,Neural crest
223_94-0,Neural crest
223_95-0,Neural crest
223_96-0,Neural crest
223_97-0,Neural crest
223_98-0,Neural crest
223_99-0,Neural crest
224_100-0,Neural crest
224_101-0,Neural crest
224_102-0,Neural crest
224_103-0,Neural crest
224_104-0,Brain
224_105-0,Brain
224_106-0,Neural crest
224_107-0,Neural crest
224_108-0,Neural crest
224_109-0,Neural crest
224_110-0,Neural crest
224_111-0,Neural crest
224_118-0,Brain
224_119-0,Brain
224_120-0,Brain
224_133-0,Brain
224_134-0,Brain
224_135-0,Brain
224_136-0,Brain
224_80-0,Brain
224_81-0,Brain
224_82-0,Brain
224_83-0,Brain
224_84-0,Brain
224_85-0,Brain
224_86-0,Brain
224_87-0,Brain
224_88-0,Brain
224_89-0,Brain
224_90-0,Brain
224_91-0,Neural crest
224_92-0,Neural crest
224_93-0,Neural crest
224_94-0,Brain
224_95-0,Neural crest
224_96-0,Neural crest
224_97-0,Neural crest
224_98-0,Neural crest
224_99-0,Neural crest
225_100-0,Neural crest
225_101-0,Neural crest
225_102-0,Brain
225_103-0,Neural crest
225_104-0,Brain
225_105-0,Brain
225_106-0,Neural crest
225_107-0,Neural crest
225_108-0,Neural crest
225_109-0,Neural crest
225_110-0,Neural crest
225_111-0,Neural crest
225_118-0,Brain
225_119-0,Brain
225_120-0,Brain
225_132-0,Brain
225_133-0,Brain
225_134-0,Brain
225_135-0,Brain
225_81-0,Brain
225_82-0,Brain
225_83-0,Brain
225_84-0,Brain
225_85-0,Brain
225_86-0,Brain
225_87-0,Brain
225_88-0,Brain
225_89-0,Brain
225_90-0,Brain
225_91-0,Brain
225_92-0,Brain
225_93-0,Brain
225_94-0,Brain
225_95-0,Neural crest
225_96-0,Neural crest
225_97-0,Neural crest
225_98-0,Neural crest
225_99-0,Neural crest
226_100-0,Brain
226_101-0,Neural crest
226_102-0,Brain
226_103-0,Brain
226_104-0,Brain
226_105-0,Brain
226_106-0,Neural crest
226_107-0,Neural crest
226_108-0,Neural crest
226_109-0,Neural crest
226_110-0,Neural crest
226_111-0,Neural crest
226_117-0,Brain
226_118-0,Brain
226_119-0,Brain
226_120-0,Brain
226_131-0,Brain
226_132-0,Brain
226_133-0,Brain
226_134-0,Brain
226_82-0,Brain
226_83-0,Brain
226_84-0,Brain
226_85-0,Brain
226_86-0,Neural crest
226_87-0,Brain
226_88-0,Brain
226_89-0,Brain
226_90-0,Brain
226_91-0,Brain
226_92-0,Brain
226_93-0,Brain
226_94-0,Brain
226_95-0,Neural crest
226_96-0,Neural crest
226_97-0,Neural crest
226_98-0,Neural crest
226_99-0,Neural crest
227_100-0,Brain
227_101-0,Neural crest
227_102-0,Brain
227_103-0,Brain
227_105-0,Neural crest
227_106-0,Neural crest
227_107-0,Neural crest
227_108-0,Neural crest
227_109-0,Neural crest
227_110-0,Neural crest
227_111-0,Neural crest
227_116-0,Brain
227_117-0,Brain
227_118-0,Brain
227_119-0,Brain
227_127-0,Brain
227_128-0,Brain
227_129-0,Brain
227_130-0,Brain
227_131-0,Brain
227_132-0,Brain
227_133-0,Brain
227_82-0,Brain
227_83-0,Brain
227_84-0,Brain
227_85-0,Neural crest
227_86-0,Neural crest
227_87-0,Brain
227_88-0,Brain
227_89-0,Brain
227_90-0,Brain
227_91-0,Brain
227_92-0,Brain
227_93-0,Brain
227_94-0,Neural crest
227_95-0,Neural crest
227_96-0,Neural crest
227_97-0,Neural crest
227_98-0,Neural crest
227_99-0,Neural crest
228_100-0,Neural crest
228_101-0,Neural crest
228_102-0,Brain
228_106-0,Neural crest
228_107-0,Neural crest
228_108-0,Neural crest
228_109-0,Neural crest
228_110-0,Neural crest
228_116-0,Brain
228_117-0,Brain
228_118-0,Brain
228_126-0,Brain
228_127-0,Brain
228_128-0,Brain
228_129-0,Brain
228_130-0,Brain
228_131-0,Brain
228_132-0,Brain
228_82-0,Brain
228_83-0,Brain
228_84-0,Brain
228_85-0,Brain
228_86-0,Brain
228_87-0,Brain
228_88-0,Brain
228_89-0,Brain
228_90-0,Brain
228_91-0,Brain
228_92-0,Brain
228_93-0,Brain
228_94-0,Brain
228_95-0,Neural crest
228_96-0,Neural crest
228_97-0,Neural crest
228_98-0,Neural crest
228_99-0,Neural crest
229_100-0,Neural crest
229_101-0,Neural crest
229_105-0,Neural crest
229_106-0,Neural crest
229_107-0,Neural crest
229_108-0,Neural crest
229_109-0,Neural crest
229_116-0,Brain
229_117-0,Brain
229_118-0,Brain
229_126-0,Brain
229_127-0,Brain
229_128-0,Brain
229_129-0,Brain
229_130-0,Brain
229_131-0,Brain
229_83-0,Brain
229_84-0,Brain
229_85-0,Brain
229_86-0,Brain
229_87-0,Brain
229_88-0,Brain
229_89-0,Brain
229_90-0,Brain
229_91-0,Brain
229_92-0,Brain
229_93-0,Brain
229_94-0,Brain
229_95-0,Brain
229_96-0,Neural crest
229_97-0,Neural crest
229_98-0,Neural crest
229_99-0,Neural crest
230_100-0,Neural crest
230_101-0,Neural crest
230_102-0,Neural crest
230_103-0,Neural crest
230_104-0,Neural crest
230_105-0,Neural crest
230_106-0,Neural crest
230_107-0,Neural crest
230_108-0,Neural crest
230_115-0,Brain
230_116-0,Brain
230_117-0,Brain
230_126-0,Brain
230_127-0,Brain
230_128-0,Brain
230_129-0,Brain
230_130-0,Brain
230_83-0,Brain
230_84-0,Brain
230_85-0,Brain
230_86-0,Brain
230_87-0,Brain
230_88-0,Brain
230_89-0,Brain
230_90-0,Brain
230_91-0,Brain
230_92-0,Brain
230_93-0,Brain
230_94-0,Brain
230_95-0,Brain
230_96-0,Brain
230_97-0,Neural crest
230_98-0,Neural crest
230_99-0,Neural crest
231_100-0,Neural crest
231_101-0,Neural crest
231_102-0,Neural crest
231_103-0,Neural crest
231_104-0,Neural crest
231_105-0,Neural crest
231_106-0,Neural crest
231_107-0,Neural crest
231_114-0,Brain
231_115-0,Brain
231_116-0,Brain
231_117-0,Brain
231_127-0,Brain
231_128-0,Brain
231_129-0,Brain
231_130-0,Brain
231_84-0,Brain
231_85-0,Brain
231_86-0,Brain
231_87-0,Brain
231_88-0,Brain
231_89-0,Brain
231_90-0,Brain
231_91-0,Brain
231_92-0,Brain
231_93-0,Brain
231_94-0,Brain
231_95-0,Brain
231_96-0,Brain
231_97-0,Brain
231_98-0,Neural crest
231_99-0,Neural crest
232_102-0,Neural crest
232_103-0,Neural crest
232_104-0,Neural crest
232_105-0,Neural crest
232_106-0,Neural crest
232_112-0,Brain
232_113-0,Brain
232_114-0,Brain
232_115-0,Brain
232_116-0,Brain
232_127-0,Brain
232_128-0,Brain
232_129-0,Brain
232_130-0,Brain
232_85-0,Brain
232_86-0,Brain
232_87-0,Brain
232_88-0,Brain
232_89-0,Brain
232_90-0,Brain
232_91-0,Brain
232_92-0,Brain
232_93-0,Brain
232_94-0,Brain
232_95-0,Brain
232_96-0,Brain
232_97-0,Brain
232_98-0,Brain
232_99-0,Neural crest
233_100-0,Neural crest
233_101-0,Neural crest
233_102-0,Neural crest
233_103-0,Neural crest
233_105-0,Neural crest
233_106-0,Neural crest
233_111-0,Brain
233_112-0,Brain
233_113-0,Brain
233_114-0,Brain
233_115-0,Brain
233_127-0,Brain
233_128-0,Brain
233_129-0,Brain
233_130-0,Brain
233_85-0,Brain
233_86-0,Brain
233_87-0,Brain
233_88-0,Brain
233_89-0,Brain
233_90-0,Brain
233_91-0,Brain
233_92-0,Brain
233_93-0,Brain
233_94-0,Brain
233_95-0,Brain
233_96-0,Brain
233_97-0,Brain
233_98-0,Brain
233_99-0,Neural crest
234_100-0,Neural crest
234_101-0,Neural crest
234_102-0,Neural crest
234_103-0,Neural crest
234_104-0,Neural crest
234_105-0,Neural crest
234_106-0,Neural crest
234_111-0,Brain
234_112-0,Brain
234_113-0,Brain
234_114-0,Brain
234_115-0,Brain
234_127-0,Brain
234_128-0,Brain
234_129-0,Brain
234_130-0,Brain
234_86-0,Brain
234_87-0,Brain
234_88-0,Brain
234_89-0,Brain
234_90-0,Brain
234_91-0,Brain
234_92-0,Brain
234_93-0,Brain
234_94-0,Brain
234_95-0,Brain
234_96-0,Brain
234_97-0,Brain
234_98-0,Brain
234_99-0,Brain
235_100-0,Neural crest
235_101-0,Neural crest
235_102-0,Neural crest
235_103-0,Neural crest
235_104-0,Neural crest
235_105-0,Neural crest
235_106-0,Neural crest
235_112-0,Brain
235_113-0,Brain
235_127-0,Brain
235_128-0,Brain
235_129-0,Brain
235_130-0,Brain
235_86-0,Brain
235_87-0,Brain
235_88-0,Brain
235_89-0,Brain
235_90-0,Brain
235_91-0,Brain
235_92-0,Brain
235_93-0,Brain
235_94-0,Brain
235_95-0,Brain
235_96-0,Brain
235_97-0,Brain
235_98-0,Brain
235_99-0,Brain
236_100-0,Brain
236_101-0,Brain
236_102-0,Neural crest
236_103-0,Neural crest
236_104-0,Neural crest
236_105-0,Neural crest
236_106-0,Neural crest
236_127-0,Brain
236_128-0,Brain
236_129-0,Brain
236_130-0,Brain
236_86-0,Brain
236_87-0,Brain
236_88-0,Brain
236_89-0,Brain
236_90-0,Brain
236_91-0,Brain
236_92-0,Brain
236_93-0,Brain
236_94-0,Brain
236_95-0,Brain
236_96-0,Brain
236_97-0,Brain
236_98-0,Brain
236_99-0,Brain
237_100-0,Brain
237_101-0,Brain
237_102-0,Brain
237_103-0,Neural crest
237_104-0,Neural crest
237_105-0,Neural crest
237_125-0,Brain
237_126-0,Brain
237_127-0,Brain
237_128-0,Brain
237_129-0,Brain
237_130-0,Brain
237_131-0,Brain
237_87-0,Brain
237_88-0,Brain
237_89-0,Brain
237_90-0,Brain
237_91-0,Brain
237_92-0,Brain
237_93-0,Brain
237_94-0,Brain
237_95-0,Brain
237_96-0,Brain
237_97-0,Brain
237_98-0,Brain
237_99-0,Brain
238_100-0,Brain
238_101-0,Brain
238_102-0,Brain
238_103-0,Brain
238_124-0,Brain
238_125-0,Brain
238_126-0,Brain
238_127-0,Brain
238_128-0,Brain
238_129-0,Brain
238_130-0,Brain
238_87-0,Brain
238_88-0,Brain
238_89-0,Brain
238_90-0,Brain
238_91-0,Brain
238_92-0,Brain
238_93-0,Brain
238_94-0,Brain
238_95-0,Brain
238_96-0,Brain
238_97-0,Brain
238_98-0,Brain
238_99-0,Brain
239_100-0,Brain
239_101-0,Brain
239_102-0,Brain
239_103-0,Brain
239_104-0,Brain
239_121-0,Brain
239_122-0,Brain
239_124-0,Brain
239_125-0,Brain
239_126-0,Brain
239_127-0,Brain
