1.744575500488281250e+00,-6.275036931037902832e-01,2.274504661560058594e+00,-2.159601897001266479e-01,3.503680229187011719e+00,2.875673532485961914e+00,-5.682264804840087891e+00,-2.741074085235595703e+00,1.316626667976379395e+00,-6.884358525276184082e-01,2.084467887878417969e+00,3.079828262329101562e+00,-6.104437828063964844e+00,1.163268208503723145e+00,-2.858248054981231689e-01,2.283041477203369141e+00,-2.242549657821655273e+00,-9.343410730361938477e-01,1.004400253295898438e+00,1.847095131874084473e+00,-1.444970130920410156e+00,3.568558216094970703e+00,7.901579737663269043e-01,-9.137848615646362305e-01,-9.598785638809204102e-01,2.842628657817840576e-01,-3.109845817089080811e-01,-6.820488572120666504e-01,-1.214320898056030273e+00,-1.718533873558044434e+00,-2.442408800125122070e+00,3.206956624984741211e+00,-4.682933390140533447e-01,2.529823780059814453e-02,1.070443317294120789e-01,-1.965110301971435547e+00,-4.429929554462432861e-01,4.053613245487213135e-01,1.207323670387268066e+00,-1.536494970321655273e+00,1.271406531333923340e+00,9.309233427047729492e-01,-8.288022875785827637e-01,2.847535610198974609e+00,4.056852757930755615e-01,1.443125128746032715e+00,1.123069047927856445e+00,-3.653078377246856689e-01,8.038581013679504395e-01,-1.919999718666076660e+00
9.182390213012695312e+00,5.363481521606445312e+00,-3.049687385559082031e+00,4.344776630401611328e+00,7.567699551582336426e-01,-1.040266513824462891e+00,-2.026623249053955078e+00,3.551463603973388672e+00,-2.514778971672058105e-01,1.301548600196838379e+00,-1.011732339859008789e+00,2.145410060882568359e+00,2.232166051864624023e+00,-1.651859045028686523e+00,-4.951113462448120117e-01,-9.289072751998901367e-01,1.187100529670715332e+00,-1.213590741157531738e+00,-9.031003713607788086e-01,1.955749630928039551e+00,-6.303504109382629395e-01,7.756000757217407227e-01,-1.749775648117065430e+00,-2.407604694366455078e+00,3.886398673057556152e-01,8.092784285545349121e-01,-7.203330397605895996e-01,3.489215970039367676e-01,6.949746608734130859e-01,7.669866681098937988e-01,-4.890151917934417725e-01,-5.111249685287475586e-01,-9.532788395881652832e-01,-9.200831055641174316e-01,-1.024042129516601562e+00,-1.041610717773437500e+00,-2.167995274066925049e-01,-1.099949955940246582e+00,3.204316794872283936e-01,-2.177871018648147583e-01,5.305740237236022949e-01,-1.272584199905395508e+00,-8.477946370840072632e-02,-5.854792520403862000e-02,-4.579923152923583984e-01,-1.703127622604370117e-01,5.096026510000228882e-02,-2.256748527288436890e-01,4.342404305934906006e-01,-1.414432168006896973e+00
8.342176437377929688e+00,6.817414283752441406e+00,-2.181184291839599609e+00,2.837810993194580078e+00,-3.306123018264770508e-01,-2.149567008018493652e-01,-2.933109998703002930e+00,2.172186374664306641e+00,-7.162834405899047852e-01,9.138289690017700195e-01,1.018391013145446777e+00,5.814106464385986328e-01,2.389903545379638672e+00,-2.853317737579345703e+00,9.154017567634582520e-01,-2.304654836654663086e+00,1.794166803359985352e+00,-1.414150476455688477e+00,-1.969926834106445312e+00,3.319876194000244141e+00,-1.896575689315795898e+00,7.793464660644531250e-01,-3.753079771995544434e-01,-1.181113243103027344e+00,6.178363785147666931e-02,1.232477426528930664e+00,-1.001827359199523926e+00,1.257278561592102051e+00,3.344979137182235718e-02,1.178378462791442871e+00,7.157396674156188965e-01,-1.237636923789978027e+00,6.929334998130798340e-01,3.192447423934936523e-01,-8.592920303344726562e-01,6.066273450851440430e-01,-5.518119335174560547e-01,-6.680600643157958984e-01,3.085819482803344727e-01,-3.044559955596923828e-01,1.240101933479309082e+00,5.731620192527770996e-01,8.005783557891845703e-01,-2.984989404678344727e+00,1.611410975456237793e+00,2.235556602478027344e+00,8.436872959136962891e-01,2.593508660793304443e-01,-2.961833477020263672e-01,-4.485857784748077393e-01
1.096439075469970703e+01,8.967846870422363281e+00,4.032164514064788818e-01,9.263662338256835938e+00,-5.446817874908447266e-01,-3.548550605773925781e+00,8.983213305473327637e-01,1.216364622116088867e+00,3.194553554058074951e-01,2.116173028945922852e+00,-9.957419633865356445e-01,1.439825259149074554e-02,2.130366802215576172e+00,-9.810745120048522949e-01,4.986065030097961426e-01,8.669602274894714355e-01,4.439394772052764893e-01,-3.095991909503936768e-01,-1.923509359359741211e+00,3.875424146652221680e+00,2.029561281204223633e+00,-1.431443810462951660e+00,1.180371642112731934e+00,-3.282575607299804688e+00,2.749566733837127686e-01,1.210246920585632324e+00,2.841285765171051025e-01,2.671247243881225586e+00,-5.684784054756164551e-01,5.597506761550903320e-01,-1.098839640617370605e+00,1.201613426208496094e+00,-6.440078020095825195e-01,-7.489920258522033691e-01,-7.431353926658630371e-01,-1.539154648780822754e-01,-3.002981841564178467e-01,9.173335433006286621e-01,-5.155159533023834229e-02,3.782927393913269043e-01,6.308172345161437988e-01,-2.018919467926025391e+00,3.948660194873809814e-01,-1.065839290618896484e+00,9.207701683044433594e-01,-1.903084963560104370e-01,-1.128731250762939453e+00,-5.757722854614257812e-01,4.385167658329010010e-01,-6.353171467781066895e-01
1.233886528015136719e+01,8.232501983642578125e+00,1.810504913330078125e+00,1.225985717773437500e+01,-1.326144218444824219e+00,-2.018271923065185547e+00,1.402295589447021484e+00,-1.202124834060668945e+00,-4.689021110534667969e-01,1.564391255378723145e+00,4.690580964088439941e-01,1.732297390699386597e-01,2.089281976222991943e-01,-2.072132587432861328e+00,1.315512955188751221e-01,-4.183109700679779053e-01,6.831672508269548416e-03,-2.277329444885253906e+00,-2.956213235855102539e+00,4.138777732849121094e+00,1.297320842742919922e+00,1.205885317176580429e-02,9.288859963417053223e-01,-2.739411830902099609e+00,-2.709562778472900391e-01,-6.578108668327331543e-01,-3.167448341846466064e-01,-3.594428896903991699e-01,4.294373393058776855e-01,2.867849767208099365e-01,3.187685608863830566e-01,1.577067077159881592e-01,-6.116024851799011230e-01,1.042418777942657471e-01,3.437013924121856689e-01,-1.539020091295242310e-01,-1.221938967704772949e+00,-4.075877666473388672e-01,3.840387463569641113e-01,2.667626738548278809e-01,9.975163638591766357e-02,8.263488411903381348e-01,-3.852459490299224854e-01,1.982373446226119995e-01,5.956845879554748535e-01,-1.727063655853271484e-01,-1.561044573783874512e+00,1.480813771486282349e-01,1.544620275497436523e+00,1.488266885280609131e-01
1.213989734649658203e+01,1.038682937622070312e+01,6.490743160247802734e-01,9.615427017211914062e+00,-2.086600303649902344e+00,-2.259483098983764648e+00,1.367748856544494629e+00,4.610559642314910889e-01,-1.450556993484497070e+00,5.624470710754394531e-01,1.986702680587768555e-01,4.853838980197906494e-01,7.932849526405334473e-01,-1.083579063415527344e+00,1.645795702934265137e+00,-3.918179869651794434e-01,-5.962254405021667480e-01,-2.142508327960968018e-01,-3.087961673736572266e-01,4.202939510345458984e+00,-3.060565590858459473e-01,-3.040812313556671143e-01,-3.100387938320636749e-02,-2.478844642639160156e+00,9.731355309486389160e-01,-5.642473101615905762e-01,9.070559144020080566e-01,-6.234237551689147949e-01,-1.563182473182678223e+00,5.161825567483901978e-02,1.076986074447631836e+00,-4.222801327705383301e-01,1.307257533073425293e+00,-1.204035401344299316e+00,6.346157789230346680e-01,-1.104070663452148438e+00,2.242110490798950195e+00,4.984872043132781982e-01,1.712053060531616211e+00,6.548295170068740845e-02,-1.951391436159610748e-02,-7.580839991569519043e-01,-2.531528174877166748e-01,-4.260271489620208740e-01,-4.965521022677421570e-02,-4.857386648654937744e-01,-2.779140882194042206e-02,-1.745264679193496704e-01,-7.886706292629241943e-02,-2.092492818832397461e+00
1.132119083404541016e+01,1.092688846588134766e+01,1.113437294960021973e+00,8.616423606872558594e+00,-1.969889283180236816e+00,-1.470403909683227539e+00,5.815898180007934570e-01,6.434437036514282227e-01,-1.058011293411254883e+00,1.929844498634338379e+00,8.567609190940856934e-01,1.525707542896270752e-01,1.793657064437866211e+00,-2.179862260818481445e+00,-1.484088897705078125e-01,-6.664850711822509766e-01,-1.888150721788406372e-01,-1.842060089111328125e+00,-2.072222948074340820e+00,4.738650798797607422e+00,4.172357916831970215e-01,7.682287693023681641e-01,-9.087310433387756348e-01,-1.446187734603881836e+00,1.396091341972351074e+00,-3.573385477066040039e-01,8.618347048759460449e-01,1.886980652809143066e+00,-1.797050476074218750e+00,8.854139447212219238e-01,-5.242525935173034668e-01,-1.258694678544998169e-01,-6.671025156974792480e-01,-1.950557470321655273e+00,8.765408396720886230e-01,1.689174294471740723e+00,-2.249933220446109772e-02,5.132346153259277344e-01,-3.787431120872497559e-01,2.972364425659179688e+00,7.288492321968078613e-01,-1.022164225578308105e+00,-4.533967673778533936e-01,-2.216087102890014648e+00,7.123047709465026855e-01,7.666638493537902832e-01,3.255640566349029541e-01,-9.073472023010253906e-01,3.414097428321838379e-01,6.092432737350463867e-01
6.581294059753417969e+00,7.222630023956298828e+00,-1.515779614448547363e+00,7.815254688262939453e+00,-2.407916784286499023e+00,-6.406717896461486816e-01,-1.624695301055908203e+00,3.736055791378021240e-01,-1.892867445945739746e+00,1.733126878738403320e+00,-8.277371525764465332e-02,8.779932856559753418e-01,1.297333240509033203e+00,-1.375474214553833008e+00,3.670528531074523926e-01,-1.820978164672851562e+00,3.675691783428192139e-01,1.199769079685211182e-01,-4.721097648143768311e-01,3.619535207748413086e+00,-1.208978772163391113e+00,6.915460824966430664e-01,-2.999408006668090820e+00,-1.153442263603210449e+00,-2.730138301849365234e-01,1.238926887512207031e+00,-1.340944647789001465e+00,1.576896071434020996e+00,6.486644744873046875e-01,1.498361706733703613e+00,-1.221832707524299622e-01,-5.689953565597534180e-01,-5.391560792922973633e-01,1.207786321640014648e+00,-7.509789615869522095e-02,5.441370233893394470e-02,-3.645539283752441406e-01,-1.278042554855346680e+00,-8.068405389785766602e-01,-3.061674833297729492e-01,8.401723504066467285e-01,1.191332936286926270e+00,3.739121258258819580e-01,-1.290494799613952637e+00,1.303949952125549316e+00,-2.262574434280395508e+00,-1.765092492103576660e+00,3.408075869083404541e-01,-3.777478337287902832e-01,-4.466654360294342041e-01
1.261106681823730469e+01,6.925945281982421875e+00,-2.187535762786865234e+00,1.017242527008056641e+01,8.902723193168640137e-01,-3.218250513076782227e+00,4.958145916461944580e-01,2.089253425598144531e+00,-5.819853544235229492e-01,1.965390205383300781e+00,-1.320480465888977051e+00,-6.757003664970397949e-01,3.133141756057739258e+00,-7.049038410186767578e-01,1.515267729759216309e+00,-6.061874032020568848e-01,9.942502379417419434e-01,-2.075156927108764648e+00,-1.072502255439758301e+00,4.223823070526123047e+00,-2.771534025669097900e-01,-1.115691065788269043e+00,6.758823990821838379e-02,-3.530200004577636719e+00,9.559616446495056152e-01,1.294219613075256348e+00,-5.779164433479309082e-01,-9.802993535995483398e-01,1.752592563629150391e+00,9.038527309894561768e-02,2.039114713668823242e+00,-7.100354433059692383e-01,8.166021704673767090e-01,-2.875988245010375977e+00,2.265859581530094147e-02,1.338183403015136719e+00,-5.022231936454772949e-01,-1.971508383750915527e+00,-1.840727180242538452e-01,-3.509415090084075928e-01,-6.462063193321228027e-01,4.587688446044921875e-01,2.318926095962524414e+00,-1.260276556015014648e+00,-9.644894599914550781e-01,-4.056815207004547119e-01,-1.318465590476989746e+00,4.197430908679962158e-01,1.203869819641113281e+00,-2.343849837779998779e-01
1.327430343627929688e+01,8.863622665405273438e+00,2.082490444183349609e+00,1.143683338165283203e+01,-1.738808393478393555e+00,-3.526751279830932617e+00,1.649624586105346680e+00,3.848505020141601562e-01,-5.358114242553710938e-01,2.975215435028076172e+00,-4.997780323028564453e-01,-1.061174869537353516e+00,7.797658443450927734e-02,-5.598980784416198730e-01,1.285721540451049805e+00,-2.038436412811279297e+00,-1.224791646003723145e+00,-1.197171449661254883e+00,-1.303180336952209473e+00,3.595983266830444336e+00,6.679767370223999023e-01,-2.764647305011749268e-01,4.537937045097351074e-01,-3.167994737625122070e+00,-2.845832146704196930e-02,1.755529880523681641e+00,-1.884629130363464355e-01,-6.286304593086242676e-01,-2.290817975997924805e+00,3.706518113613128662e-01,-7.922427654266357422e-01,2.851901352405548096e-01,-1.410863637924194336e+00,-1.837833285331726074e+00,9.891909956932067871e-01,1.115764617919921875e+00,9.994307160377502441e-01,-1.016284108161926270e+00,7.376779317855834961e-01,-8.110101222991943359e-01,5.645236968994140625e-01,-5.100651979446411133e-01,1.379676818847656250e+00,-1.377674818038940430e+00,2.027796268463134766e+00,-1.013714432716369629e+00,-1.543073773384094238e+00,1.652117371559143066e-01,-5.737133622169494629e-01,-3.863829076290130615e-01
